id,type,status,was,now,why,question
2014-Q2,mc,unchanged,Finance > Role of financial management,Finance > Role of financial management,growth objective,a business is planning to increase its market share by merging with a competitor. what financial objective does this best illustrate? growth liquidity profitability solvency
2014-Q20,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,comparative ratio analysis - gearing,which of the following statements is true about gearing for kerry’s warehouse in 2014? it is better than industry average and has improved since 2013. it is better than industry av
2014-Q21(a),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,resistance to change,• demonstrates a detailed understanding of why managers may be resistant 4 to change • demonstrates an understanding of why managers may be resistant to 3 change • demonstrates som
2014-Q22(a),sa,unchanged,Marketing > Marketing process,Marketing > Marketing process,SWOT strengths,• sketches in general terms two strengths for the café 2 • sketches in general terms one strength for the café or 1 • identifies two strengths for the café strengths of the busines
2014-Q22(b),sa,unchanged,Marketing > Marketing process,Marketing > Marketing process,SWOT opportunities,• sketches in general terms two opportunities for the café 2 • sketches in general terms one opportunity for the café or 1 • identifies two opportunities for the café a trend for h
2014-Q22(c),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,responding to a competitive threat,• identifies issues related to the threat posed by the multinational franchise and provides points for and/or against a relevant marketing strategy which 6 could be used • provides
2014-Q23(a),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,employer associations,"• provides how employer associations influence human resources, including 4 one relevant example • provides how employer associations influence human resources including 3 an examp"
2014-Q24(a),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,cash flow statement,• states correct opening cash balance for march 1 10 000 [units ‘$’ are not necessary] • states correct month 1 may [and does not refer to any other month]
2014-Q3,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,"contractor v employee, legal",kim is an independent contractor who cleans a school. which of the following statements is true regarding kim’s employment? she is entitled to four weeks annual leave. her employme
2014-Q4,mc,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,grievance procedures,grievance procedures are used when employees are ill. employees have complaints. employees are being appraised. employers want to increase prices.
2014-Q5,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,performance objectives,"which of the following are all examples of operations performance objectives? choice, flexibility, profit, speed cost, dependability, quality, speed customisation, flexibility, pro"
2014-Q6,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,product life cycle,a new business is experiencing a rapid increase in sales following a series of positive posts on social media. which stages of the product life cycle is the business experiencing? 
2014-Q7,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,JIT,a car assembly plant had to shut down operations for a day because tyres had not been delivered. what inventory management strategy at the car assembly plant may have caused this s
2014-Q8,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,channel choice,a business has shifted from intensive distribution to more selective distribution. what is the most likely reason for this? to increase market share to decrease personal selling st
2014-Q9,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,penetration pricing,what is the main reason for a business using penetration pricing? to maximise profit per unit to gain short-term market share to develop a reputation for quality to take advantage 
2015-Q10,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,external equity,what is a characteristic of external equity finance? specific maturity date low interest payments fixed returns to owners diluted business ownership
2015-Q16,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,what is the net profit ratio (net profit ÷ sales) for 2014? 10% 20% 25% 47%
2015-Q17,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,which of the following describes the change in gross profit ratio and expense ratio from 2014 to 2015? gross profit ratio expense ratio (gross profit ÷ sales) (total expenses ÷ sal
2015-Q21(a),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,selective distribution,• states a reason for the producer’s decision to use selective distribution 2 • provides some relevant information 1 the producer does not have the resources to produce large quant
2015-Q21(b),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,physical distribution,"• sketches in general terms one physical distribution issue 2 • identifies one physical distribution issue 1 transport is an important issue for the producer, as the ice-creams nee"
2015-Q21(c),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,packaging,• provides reasons in favour of ways the producer can use packaging to 4 maximise sales of her products • provides characteristics and features of how the producer can use 3 packag
2015-Q22(a),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,common law obligations,• provides characteristics and features of one common law obligation 2 • provides some relevant information 1 one common law obligation is to obey lawful and reasonable commands ma
2015-Q3,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,primary research / target market,customers at a furniture store are asked to give their postcodes at the checkout. what is this an example of? primary research to determine target market secondary research to dete
2015-Q4,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,situational analysis,at which stage of the marketing process would a business examine its internal and external influences? when identifying target markets when conducting a situational analysis when e
2015-Q5,mc,unchanged,Operations > Operations processes,Operations > Operations processes,transforming resources,which of the following includes two examples of transforming resources? facilities and customers materials and customers facilities and human resources materials and human resource
2015-Q6,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,ASX primary market,what is a source of new capital for a public company? primary market of the australian securities exchange secondary market of the australian securities exchange primary market of 
2015-Q7,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,cost-based pricing,"when pricing a potential job, a plumber considers how long the job will take and how difficult it will be. which pricing method is being used? cost-based market-based customer-base"
2015-Q8,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,FIFO for perishables,which of the following is the best method for managing the stock of fresh milk in a supermarket? just-in-time first-in-last-out last-in-first-out first-in-first-out
2016-Q1,mc,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,consumer law - warranties,"a red leather lounge was purchased from lounge ltd. after only two weeks of use, the legs of the couch fell off. what is the law that enforces the warranty in this situation? corpo"
2016-Q12,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,current ratio,the current ratio (current assets ÷ current liabilities) for this business is too high. acceptable. dangerously low. unable to be calculated.
2016-Q13,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,sales promotion + opinion leaders,a beauty company sends samples of its new lip balm to members of its loyalty program and to online beauty bloggers. what strategies is the company using? publicity and global brand
2016-Q15,mc,unchanged,Marketing > Role of marketing,Marketing > Role of marketing,types of markets,a confectionery company used to sell its chocolate bars direct to the public. now its products will only be available in supermarkets. how has the market for the product changed? f
2016-Q16,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,antidiscrimination,a business needs to reduce its workforce for financial reasons. all its employees are equally skilled and have 3 years of service. which staff member should be dismissed first? aca
2016-Q17,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,promotion mix - personal selling,a small business has developed a new piece of gym equipment that it wants to sell to gyms throughout sydney. what would be the most appropriate marketing strategy for this? adverti
2016-Q19,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,ratio comparison,the table shows financial data for two businesses. business a business b annual sales ($) 1 600 000 2 800 000 net profit ($) 400 000 400 000 accounts receivable ($) 200 000 250 000
2016-Q20,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,contract for service,an independent web designer has a legal agreement with a department store to improve its online shopping site in time for the christmas sales. the web designer’s working conditions
2016-Q21(a),sa,unchanged,Finance > Role of financial management,Finance > Role of financial management,short v long term objectives,• shows how and/or why a short-term and long-term financial objective 3 may conflict • names a short-term and a long-term financial objective or outlines why a 2 conflict might occ
2016-Q22(b),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,promotion - personal selling,• identifies an appropriate promotion strategy and provides a reason in 3 favour of this strategy with reference to the data • provides a reason in favour of a promotion strategy o
2016-Q22(c),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,physical distribution,• identifies an appropriate distribution strategy and provides a reason in 3 favour of it with reference to the data • provides a reason in favor of a distribution strategy or prov
2016-Q24(a),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,inventory management,• clearly identifies the issues for and/or against one inventory management 4 system for this business • outlines one advantage or one disadvantage of one inventory 3 management sy
2016-Q24(b),sa,unchanged,Operations > Influences,Operations > Influences,CSR,• provides how or why corporate social responsibility should be a key 3 consideration in operations management for this business • sketches in general terms how corporate social re
2016-Q3,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,situational analysis,while developing a new marketing plan a business discovers that many customers think its website is boring and confusing. at what stage in the marketing process should this have be
2016-Q4,mc,unchanged,Finance > Role of financial management,Finance > Role of financial management,solvency,solvency is the ability of a business to maximise its profits. increase its market share. meet its long-term financial commitments. meet its short-term financial commitments.
2016-Q5,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,antidiscrimination,an employee is treated unfairly because she is pregnant. what legislation prohibits this behaviour? trade practices act 1974 (cth) affirmative action (equal employment opportunity 
2016-Q7,mc,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,economic factor,a person purchases his clothing from a discount store because he is a low-income earner. what factor is influencing his consumer choice? economic legal psychological sociocultural
2016-Q9,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,performance objective - quality,which performance objective measures how well a product meets the prescribed design specifications? cost flexibility quality speed
2017-Q12,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,efficiency ratio,the efficiency of a business can best be determined by which of the following? gross profit ratio value of current assets value of current liabilities accounts receivable turnover 
2017-Q15,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,comparative ratio analysis,mick is deciding whether to purchase business a or business b and has received the following information. business a business b assets ($) 10 million 1 million total sales ($) 4 mi
2017-Q17,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,the expense ratio (total expenses ÷ sales) is always the difference between the net profit ratio and the gross profit ratio. the difference between sales and the gross profit ratio
2017-Q18,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,ASIC,which organisation ensures that barb’s batteries pty ltd operates in a financially responsible manner? australian securities and investments commission australian prudential regula
2017-Q2,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,TQM / continuous improvement,in which aspect of a business does continuous improvement occur? quality assurance legal compliance just-in-time management total quality management
2017-Q20,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,the table shows information supplied by a business. sales ? cost of goods sold ? gross profit $400 000 expenses ? net profit ? gross profit ratio 66.7% (gross profit ÷ sales) net p
2017-Q21(c),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,outsourcing,• makes a clear judgement of one operations strategy that may improve 6 the long-term success of the business • makes a judgement of one operations strategy that may improve the 5 
2017-Q3,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,SWOT,"as a result of a swot analysis, a gym operator finds that a new larger gym is opening nearby. the operator then decides to extend its opening hours. the aim of this strategy is to "
2017-Q4,mc,unchanged,Finance > Role of financial management,Finance > Role of financial management,liquidity,a business ensures all its debts are paid as they fall due. which financial objective is the business satisfying? efficiency growth liquidity solvency
2017-Q5,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,selective distribution,a manufacturer sells her organic meals only to major supermarkets. which distribution channel has the manufacturer chosen? exclusive intensive selective warehousing
2017-Q6,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,internal equity,a sole trader invests $500 000 into her business. what is this an example of? an overdraft retained profits internal debt finance internal equity finance
2017-Q7,mc,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,sociocultural,vinh’s friends tell him that a particular brand makes poor quality jeans. he does not buy this brand due to his friends’ opinions. which factor is influencing his choice? economic 
2017-Q9,mc,unchanged,Operations > Operations processes,Operations > Operations processes,Gantt = transformation,which operations process uses a gantt chart? customisation input output transformation
2018-Q1,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,employment type / NES,"sarah works 40 hours per week. her contract entitles her to sick leave, paid annual leave and superannuation. what type of employment is this? casual full-time casual part-time per"
2018-Q11,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,"social influence, work patterns","an increasing number of employees are seeking a better work–life balance. as a result, many businesses are adopting job sharing. this is an example of establishing communication sy"
2018-Q12,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,comparative ratio analysis,"kevin is considering investing in a business. to help kevin determine which business to invest in, he should consider comparative ratio analysis because cash flow is assessed. mark"
2018-Q17,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,people / physical evidence,staff members at val’s vegan restaurant wear uniforms with a large letter v on them. they are expected to greet customers with a smile and clean up any spills immediately. which el
2018-Q19,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,gross profit ratio,what is the gross profit ratio for the business? 53% 67% 78% 90%
2018-Q2,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,e-marketing,an entrepreneur uses social media to sell make-up to her friends and acquaintances. what marketing strategy is the entrepreneur using? e -marketing personal selling product differe
2018-Q22(a),sa,unchanged,Human Resources > Role of human resource management,Human Resources > Role of human resource management,,• sketches in general terms the strategic role of human resources in this 2 business • makes a general statement about the role of human resources 1 management the strategic role o
2018-Q22(b),sa,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,leadership style,• clearly shows how leadership style affects employee performance in this business 4 • provides a relevant example • shows how leadership style affects employee performance in this
2018-Q22(c),sa,unchanged,Human Resources > Processes of human resource management,Human Resources > Processes of human resource management,development,• provides a clear argument for the use of one human resource process to 4 improve the culture of the workplace • provides characteristics and features of a human resource process 
2018-Q23(a),sa,unchanged,Marketing > Marketing process,Marketing > Marketing process,situational analysis,• identifies one relevant threat to the business 1 the size of the australian market is shrinking.
2018-Q23(c),sa,unchanged,Marketing > Marketing process,Marketing > Marketing process,SWOT for a new market,• clearly shows how the situational analysis will change if the business 6 expands into europe • shows how the situational analysis will change if the business expands 5 into europ
2018-Q24(a),sa,unchanged,Finance > Role of financial management,Finance > Role of financial management,liquidity,• shows why liquidity is an objective of financial management 2 • makes a general statement about liquidity or financial management 1 liquidity is an objective of financial managem
2018-Q24(c),sa,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,mortgage,• provides detailed points for and/or against the use of leasing and 5 mortgages as a source of long-term finance • provides points for and/or against the use of leasing and mortga
2018-Q3,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,scanning and learning,phil goes overseas to a photographic equipment trade fair where he sees other businesses using more efficient methods of taking passport photos. what is this an example of? process
2018-Q4,mc,unchanged,Human Resources > Processes of human resource management,Human Resources > Processes of human resource management,voluntary separation,which of the following is an example of voluntary separation in the workplace? dismissal promotion reinstatement resignation
2018-Q7,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,short-term sources of finance,in which of the following are both sources of funds appropriate for a business purchasing extra stock before a busy trading period? debentures and factoring retained profits and un
2018-Q9,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,performance objective - flexibility,a soup manufacturer finds it difficult to cope with the increase in demand for soup in winter. which performance objective could assist this business to meet the demand? cost custo
2019-Q10,mc,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,dispute resolution sequence,"what is the common sequence for resolving workplace disputes? mediation, negotiation, involvement of courts and tribunals negotiation, mediation, involvement of courts and tribunal"
2019-Q14,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,planning & implementing order,"which of the following is the correct order for financial planning? developing budgets, determining financial needs, maintaining record systems, identifying financial risks, establ"
2019-Q16,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,ASIC,"which independent federal body ensures that businesses adhere to government regulations, maintain appropriate financial information and provide consumer protection? reserve bank of"
2019-Q2,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,mortgage,a business is purchasing a new property. which source of finance would be the most appropriate? shares mortgage debenture letter of credit
2019-Q22(b),sa,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,debt finance,• provides why and/or how debt finance is an advantage 3 • provides characteristics and features of one advantage of debt financing 2 • recognises one advantage of debt financing 1
2019-Q22(c),sa,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,equity finance,• provides why and/or how equity finance is an disadvantage 3 • provides characteristics and features of one disadvantage of equity 2 financing • recognises one disadvantage of equ
2019-Q23(a),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,employer obligations,• sketches in general terms one employer obligation 2 • provides some relevant information about employer obligations 1 an employer obligation includes providing work for employees
2019-Q24(a),sa,unchanged,Operations > Operations processes,Operations > Operations processes,transforming resources,"• identifies two transforming resources 2 • identifies one transforming resource 1 human resources, facilities"
2019-Q24(b),sa,unchanged,Operations > Operations processes,Operations > Operations processes,variety,• shows in detail how variety impacts the transformation process for this 4 business • shows how variety impacts the transformation process for this business 3 • sketches in genera
2019-Q3,mc,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,autocratic leadership,a business in crisis needs to make immediate and timely decisions in order to survive. which leadership style does a manager of this business need to adopt? autocratic bureaucratic
2019-Q4,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,finance companies / leasing,a business requires new manufacturing equipment. which of the following would provide leasing for this equipment? unit trusts property trusts finance companies superannuation funds
2019-Q5,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,channel choice,a bakery produces organic bread that is sold in health food stores. which is the most appropriate channel choice for this product? exclusive extensive intensive selective
2019-Q6,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,loss leader,a biscuit manufacturer reduces the price of its biscuits to below cost in order to attract more customers. which of the following identifies this approach? skimming loss leader pri
2019-Q9,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,quality control,a business reduces product defects by using inspections in the production process. this is an example of quality control. improvement. innovation. production.
2020-Q10,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,product life cycle - decline,a company has reduced the price of their current razor as a new model will be released soon. which stage of the product life cycle for the current razor is indicated by this decisi
2020-Q11,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,JIT,a manager is concerned about ongoing theft and the cost of storing raw materials. which inventory management strategy would best address the manager’s concerns? just-in-time wareho
2020-Q12,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,workers compensation,a nsw employer develops a return to work plan in consultation with an insurer and an injured employee. which legislation requires the employer to undertake this action? fair work a
2020-Q14,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,normalised earnings,a hairdresser includes proceeds of the sale of salon equipment in the business’s income statement. which limitation of financial reporting is evident? timing issues valuing assets 
2020-Q17,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,which of the following shows the gross profit and the net profit ratio for this business in 2020? gross profit net profit ratio (net profit ÷ sales) $105 000 28.0% $105 000 42.0% $
2020-Q18,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,which of the following describes the change in both the gross profit ratio and expense ratio from 2019 to 2020? gross profit ratio expense ratio (gross profit ÷ sales) (total expen
2020-Q2,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,NES flexible work request,betty believes she is eligible to ask her employer for flexible working arrangements. which of the following is a provision of the fair work act 2009 (cth) that gives betty the rig
2020-Q20,mc,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,the gearing for this business in 2020 indicates that it is better than the industry average and has improved since 2019. better than the industry average and has worsened since 201
2020-Q21(b),sa,unchanged,Human Resources > Processes of human resource management,Human Resources > Processes of human resource management,voluntary separation,• demonstrates a clear understanding of the difference between voluntary 4 and involuntary separation • demonstrates an understanding of the difference between voluntary and 3 invo
2020-Q22(a),sa,unchanged,Marketing > Marketing process,Marketing > Marketing process,SWOT,• clearly determines the purpose of a swot analysis for this business 3 • names elements of a swot analysis and refers to its purpose for this 2 business • names elements of a swot
2020-Q22(b),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,competition-based pricing,• clearly provides reasons for adopting a particular pricing method 3 • provides characteristics and features of a pricing method or pricing 2 strategy • names a pricing method or 
2020-Q24(a),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,accounts receivable turnover,• correctly calculates the accounts receivable turnover ratio for this 1 business (sales ÷ accounts receivable) = 225 000 ÷ 30 000 = 7.5 (times per year) or 365 ÷ 7.5 = 49 (days)
2020-Q24(b),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,,• correctly calculates and interprets the expense ratio for this business 2 • correctly calculates the expense ratio for this business or correctly 1 interprets the expense ratio (
2020-Q5,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,primary market research,a business collects its own primary data through market research prior to developing a new product. which of the following could this business have used to provide primary data? cu
2020-Q6,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,economies of scale,the main advantage of economies of scale is that a business can achieve economic objectives. industry benchmarks. lower per unit input costs. simplified supply chain management.
2020-Q8,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,branding/packaging,two boxes of oats are shown. miller’s farm fruit oats fruit oats 300 g 300 g product a product b which strategy is being used by product b that is not being used by product a? bran
2021-Q10,mc,unchanged,Operations > Operations processes + Role of operations management,Operations > Operations processes + Role of operations management,volume/variety + cost leadership,"a manufacturing business is a cost leader in their industry. which combination of features of the transformation process are they most likely to demonstrate? low volume, low variet"
2021-Q21(a),sa,unchanged,Operations > Operations processes,Operations > Operations processes,customers as transformed resource,• sketches in general terms how this customer is an input in the 2 construction of the new home • makes a relevant statement about inputs in the construction of a new 1 home custom
2021-Q21(b),sa,unchanged,Operations > Operations processes,Operations > Operations processes,sequencing & scheduling,• makes evident the relationship between a gantt chart and the way it 4 helps the building company meet the terms of the contract • provides characteristics of a gantt chart and th
2021-Q21(c),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,outsourcing,• clearly makes evident the relationship between each of two quality 4 management strategies and the resulting quality of the outsourced work • provides characteristics and feature
2021-Q22(a),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,balance sheet,• states where the business would record the loan and the properties on its 2 balance sheet • states one place that this transaction would be recorded on the 1 business’s balance s
2021-Q23(b),sa,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,recruitment,• provides a relevant reason for a business to use a contractor to recruit 2 staff • makes a relevant statement about contracting and/or recruitment 1 recruitment involves identify
2021-Q24(b),sa,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,sociocultural,• demonstrates clearly how aspect/s of the advertisement use sociocultural 3 factors to influence customer choice • sketches in general terms how aspect/s of the advertisement use 
2021-Q4,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,common law contracts,which statement about common law contracts is correct? common law contracts are determined by the fair work commission. common law contracts are required to pass the ‘better off ov
2021-Q5,mc,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,psychological,a consumer purchases expensive designer clothing as they believe they are getting higher quality and a longer lasting product. which factor is influencing this consumer’s choice? e
2021-Q7,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,publicity + public relations,"a manufacturer of fishing equipment sponsors an annual fishing competition. a local tv news station reports on the competition, which leads to an increase in sales for the manufact"
2022-Q1,mc,unchanged,Marketing > Influences on marketing,Marketing > Influences on marketing,,what is an economic factor that could influence customer choice? perception recession regulation subculture
2022-Q10,mc,unchanged,Operations > Influences,Operations > Influences,legal regulation,a printing business uses chemicals in its production process. which of the following factors has a legal regulation that affects the operations management of this business? superan
2022-Q11,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,product life cycle,which of the following is correct for the growth phase of the product life cycle? production price decreased maintained maintained increased increased increased increased maintaine
2022-Q14,mc,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,ASIC,a private investment company accepts money from clients. the owner illegally uses this money for their own personal use. which government body would take legal action against the o
2022-Q15,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,distribution channel,"heidi has a small farm that has a variety of animals, including chickens. she would like to sell the excess chicken eggs to customers. which distribution method would best support "
2022-Q2,mc,unchanged,Human Resources > Processes of human resource management,Human Resources > Processes of human resource management,,which of the following is a type of voluntary separation in the workplace? dismissal layoff resignation retrenchment
2022-Q21(a),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,dependability,• sketches in general terms a performance objective relevant to the 2 business • identifies an objective for this business 1 • dependability would be a key performance objective fo
2022-Q21(b),sa,unchanged,Operations > Operations strategies,Operations > Operations strategies,JIT,• provides reasons in favour of an appropriate inventory management 3 strategy for the business • provides a reason in favour of an appropriate inventory management 2 strategy for 
2022-Q22(b),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,minimum employment standards,• sketches in general terms how minimum employment standards protect 3 employees using examples • sketches in general terms how minimum employment standards protect 2 employees and
2022-Q23(b),sa,unchanged,Finance > Processes of financial management + Role of financial management,Finance > Processes of financial management + Role of financial management,,• clearly shows the relationship between the expense ratio and the 3 business’ efficiency • provides characteristics and features of the expense ratio and business’ 2 efficiency • 
2022-Q23(c),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,gearing,• provides a reason for gearing being an important consideration for the 3 lender to this business • demonstrates an understanding of a reason the level of gearing is an 2 importan
2022-Q23(d),sa,unchanged,Finance > Influences on financial management,Finance > Influences on financial management,debt finance,"• using financial information, clearly provides reasons why the business 4 should use debt finance to acquire the two new stores • provides reasons why the business should use debt"
2022-Q24(a),sa,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,advertising,• sketches in general terms one promotion strategy to launch the new 2 product range • identifies a promotion strategy 1 the business could use advertising via television or social
2022-Q3,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,primary data,which of the following is a pair of primary data collection methods? questionnaires and industry reports industry reports and internet sources personal interviews and questionnaire
2022-Q6,mc,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,group monetary reward,all staff in a business participate equally in a profit-sharing scheme. which row of the table correctly identifies this reward strategy? reward staff monetary group monetary indiv
2023-Q1,mc,unchanged,Human Resources > Human resource strategies,Human Resources > Human resource strategies,rewards,businesses offer employees rewards in order to prevent the possibility of industrial action. recognise the value of their effort to the business. fulfil federal government legislat
2023-Q10,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,opinion leaders,an energy drink business uses a celebrity to promote its products online. which marketing strategy is being used? loss leaders opinion leaders personal selling sales promotion
2023-Q17,mc,unchanged,Operations > Operations processes,Operations > Operations processes,critical path concurrency,"which tasks could be occurring at the same time? ab, bc and cd ab, bf and fc be, bf and bc be, bf and ec"
2023-Q19,mc,unchanged,Human Resources > Key influences,Human Resources > Key influences,stakeholders - government,"which of the following stakeholders has the power to implement workplace reforms to support employees of various abilities, ages and genders? unions society employer associations g"
2023-Q2,mc,unchanged,Operations > Operations strategies,Operations > Operations strategies,customisation,a florist designs floral displays for weddings to suit the colour preferences of individual couples. which of the following would be the main performance objective being targeted b
2023-Q22(a),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,EEO / antidiscrimination,• provides the purpose of equal employment opportunity (eeo) 2 legislation • provides some relevant information 1 it ensures that the best qualified person for the job gets the pos
2023-Q22(c),sa,unchanged,Human Resources > Key influences,Human Resources > Key influences,changing work patterns,• provides a thorough explanation of the social influences that have contributed to the changing labour force participation rates over the 40 5 years • provides a sound explanation
2023-Q24(a),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,cash flow statement,• provides the purpose of a cash flow statement 2 • provides some relevant information 1 the purpose of a cash flow statement is to identify the inflows and outflows of cash over a
2023-Q24(b),sa,unchanged,Finance > Role of financial management,Finance > Role of financial management,short v long term objectives,• explains a conflict between one short-term and one long-term financial 3 objective • outlines a conflict between one short-term and one long-term financial 2 objective • provides
2023-Q24(c),sa,unchanged,Finance > Processes of financial management,Finance > Processes of financial management,valuing assets,• provides a detailed explanation of two limitations of financial reports 5 • provides a sound explanation of two limitations of financial reports 4 • demonstrates some limitations
2023-Q3,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,relationship marketing,which of the following best illustrates relationship marketing? creating long-term customer loyalty distributing goods directly to customers using promotions to increase customer s
2023-Q5,mc,unchanged,Marketing > Marketing strategies,Marketing > Marketing strategies,penetration,a business wants to quickly achieve a large market share for a product. which marketing strategy would most likely be used? branding skimming penetration price points
2023-Q7,mc,unchanged,Marketing > Marketing process,Marketing > Marketing process,marketing plan order,"which of the following shows the correct order of the steps in a marketing plan? market research, establishing market objectives, identifying target markets, situational analysis e"
